#Solid temperature at x [m] from FDM
#time [s]	x=2.5	x=5	x=7.5	x=10
24660.0	414.8192491108732	460.4730400390151	506.0994217193085	550.051479014929
24720.0	414.81966296073705	460.4741792820688	506.101805703576	550.0558542634838
24780.0	414.8200689020947	460.47529674021627	506.10414423543193	550.0601468498987
24840.0	414.82046708634516	460.476392843472	506.10643818017036	550.0643583184723
24900.0	414.8208576620157	460.47746800627	506.108688386721	550.0684901881009
24960.0	414.8212407747114	460.4785226106573	506.11089568782074	550.0725439595245
25020.0	414.8216165672895	460.479557050289	506.11306090035947	550.0765210980605
25080.0	414.8219851798487	460.4805717112522	506.1151848283329	550.0804230360056
25140.0	414.82234674978804	460.4815669722388	506.11726828409655	550.0842511869076
25200.0	414.82270141185836	460.4825432046696	506.1193120089334	550.0880069451582
25260.0	414.8230492982149	460.4835007728372	506.1213167594584	550.0916916629556
25320.0	414.8233905384909	460.48444003399777	506.12328327795444	550.0953066737893
25380.0	414.8237252599269	460.48536133861666	506.1252122926139	550.0988532887972
25440.0	414.8240535870207	460.4862650304484	506.1271045178817	550.1023328017671
25500.0	414.8243756421695	460.487151446685	506.1289606545998	550.1057464667701
25560.0	414.82469156414027	460.4880209180298	506.1307813902728	550.1090955209397
25620.0	414.8250014636143	460.4888737835636	506.13256742794454	550.1123811808532
25680.0	414.8253054430698	460.48971036283837	506.1343194022413	550.1156046429329
25740.0	414.82560361565226	460.4905309504947	506.13603795933847	550.1187670769887
25800.0	414.8258960924383	460.4913358525738	506.1377237359241	550.1218696275
25860.0	414.82618298235553	460.49212536927826	506.13937735658607	550.124913421615
25920.0	414.826464392256	460.49289979504033	506.14099943409104	550.1278995657817
25980.0	414.82674042688427	460.4936594186039	506.1425905694777	550.1308291559516
26040.0	414.82701118911814	460.4944045232724	506.14415135246253	550.1337032472314
26100.0	414.82727677976055	460.49513538688564	506.14568236157356	550.136522883222
26160.0	414.82753729773344	460.49585228199004	506.1471841731311	550.1392890927416
26220.0	414.82779284009945	460.49655547585445	506.14865735725357	550.142002882005
26280.0	414.8280435021361	460.4972452306192	506.1501024365087	550.1446652467399
26340.0	414.8282893767054	460.49792180336993	506.15151994658873	550.1472771504533
26400.0	414.8285305555903	460.4985854463034	506.1529104129653	550.1498395420784
26460.0	414.82876712853727	460.4992364067369	506.1542743511684	550.1523533548492
26520.0	414.82899918353877	460.4998749273138	506.15561226687663	550.1548195069571
26580.0	414.8292268069785	460.5005012459831	506.15692465612966	550.1572388996318
